Platform ID No.,Platform,Prg No.,Pass dur. (s),Msg Date,Sat.,Alarm,Format name,Loc. date,Longitude,Latitude,Altitude,Heading,Speed,Loc. quality,Frequency,Comp.,FICT ELEM,SENSOR 01,SENSOR 02,SENSOR 03,SENSOR 04,SENSOR 05,SENSOR 06,SENSOR 07,SENSOR 08
266396,,6229,200,2024-12-19 16:19:41,CS,N,ZE,2024-12-19 16:18:51,172.42332,-43.84929,0.000,,,1,401630106.97,0,00,,,,,,,,
266396,,6229,200,2024-12-19 16:20:31,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 16:18:51,172.42332,-43.84929,0.000,,,1,401630106.97,1,,132,163,00,46,251,00,218,01
266393,,6229,150,2024-12-19 16:18:17,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 16:18:42,170.12918,-43.72305,1.323,,,1,401624255.01,1,,143,170,00,43,255,241,225,01
266393,,6229,150,2024-12-19 16:19:57,CS,N,ZE,2024-12-19 16:18:42,170.12918,-43.72305,1.323,,,1,401624255.01,0,00,,,,,,,,
266399,,6229,0,2024-12-19 16:03:59,O3,N,ZE,2024-12-19 16:03:59,168.3514,-46.55844,0.000,,,B,401635970.03,0,00,,,,,,,,
266395,,6229,199,2024-12-19 14:31:45,O3,N,ZE,2024-12-19 14:29:53,168.51013,-46.6054,0.002,,,0,401628599.35,0,00,,,,,,,,
266397,,6229,249,2024-12-19 14:28:32,O3,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 14:28:57,168.43272,-46.60188,0.009,,,1,401632789.61,1,,138,183,00,35,00,01,235,01
266397,,6229,249,2024-12-19 14:31:02,O3,N,ZE,2024-12-19 14:28:57,168.43272,-46.60188,0.009,,,1,401632789.61,0,00,,,,,,,,
266399,,6229,199,2024-12-19 14:30:10,O3,N,ZE,2024-12-19 14:28:47,168.37853,-46.56537,0.000,,,A,401635944.81,0,00,,,,,,,,
266396,,6229,400,2024-12-19 12:53:43,O3,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 12:52:03,172.42377,-43.83769,0.000,,,2,401630113.54,1,,128,171,00,41,01,245,226,01
266396,,6229,400,2024-12-19 12:55:23,O3,N,ZE,2024-12-19 12:52:03,172.42377,-43.83769,0.000,,,2,401630113.54,0,00,,,,,,,,
266395,,6229,299,2024-12-19 12:51:11,O3,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 12:52:01,168.49846,-46.59103,0.000,,,2,401628585.73,1,,132,185,00,57,03,242,227,01
266395,,6229,299,2024-12-19 12:54:31,O3,N,ZE,2024-12-19 12:52:01,168.49846,-46.59103,0.000,,,2,401628585.73,0,00,,,,,,,,
266397,,6229,249,2024-12-19 12:53:53,O3,N,ZE,2024-12-19 12:51:48,168.42221,-46.60636,0.000,,,2,401632795.76,0,00,,,,,,,,
266393,,6229,300,2024-12-19 12:51:40,O3,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 12:51:40,170.14837,-43.73447,0.677,,,3,401624234.61,1,,144,178,00,41,02,238,226,01
266393,,6229,300,2024-12-19 12:54:10,O3,N,ZE,2024-12-19 12:51:40,170.14837,-43.73447,0.677,,,3,401624234.61,0,00,,,,,,,,
266399,,6229,399,2024-12-19 12:53:58,O3,N,ZE,2024-12-19 12:50:57,168.38729,-46.56877,0.000,,,2,401635949.65,0,00,,,,,,,,
266397,,6229,199,2024-12-19 12:21:31,NP,N,ZE,2024-12-19 12:19:02,168.49582,-46.62173,0.000,,,A,401632822.74,0,00,,,,,,,,
266397,,6229,199,2024-12-19 12:22:21,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 12:19:02,168.49582,-46.62173,0.000,,,A,401632822.74,1,,134,187,00,30,03,240,227,01
266396,,6229,299,2024-12-19 11:13:01,MC,N,ZE,2024-12-19 11:11:21,172.42825,-43.83967,0.000,,,3,401630083.46,0,00,,,,,,,,
266396,,6229,299,2024-12-19 11:13:51,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:11:21,172.42825,-43.83967,0.000,,,3,401630083.46,1,,140,176,00,39,00,243,226,01
266393,,6229,249,2024-12-19 11:11:51,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:36,170.15185,-43.73551,0.677,,,3,401624235.97,1,,144,182,00,41,02,239,226,01
266393,,6229,249,2024-12-19 11:12:41,MC,N,ZE,2024-12-19 11:10:36,170.15185,-43.73551,0.677,,,3,401624235.97,0,00,,,,,,,,
266399,,6229,397,2024-12-19 11:05:28,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:25,168.40071,-46.56908,0.000,,,1,401635949.54,1,,134,193,00,42,248,245,228,129
266399,,6229,397,2024-12-19 11:07:07,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:25,168.40071,-46.56908,0.000,,,1,401635949.54,1,,134,193,02,42,01,246,228,129
266399,,6229,397,2024-12-19 11:08:46,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:25,168.40071,-46.56908,0.000,,,1,401635949.54,1,,135,193,00,42,251,250,226,129
266399,,6229,397,2024-12-19 11:09:36,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:25,168.40071,-46.56908,0.000,,,1,401635949.54,1,,134,193,01,42,04,251,227,129
266399,,6229,397,2024-12-19 11:10:25,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:25,168.40071,-46.56908,0.000,,,1,401635949.54,1,,135,193,02,42,05,251,228,129
266399,,6229,397,2024-12-19 11:11:15,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:25,168.40071,-46.56908,0.000,,,1,401635949.54,1,,135,193,03,42,05,253,237,129
266399,,6229,397,2024-12-19 11:12:05,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:25,168.40071,-46.56908,0.000,,,1,401635949.54,1,,135,193,00,43,41,249,211,129
266395,,6229,298,2024-12-19 11:11:31,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:16,168.52333,-46.58436,0.007,,,1,401628583.62,1,,131,189,00,52,255,244,226,01
266395,,6229,298,2024-12-19 11:12:21,MC,N,ZE,2024-12-19 11:10:16,168.52333,-46.58436,0.007,,,1,401628583.62,0,00,,,,,,,,
266397,,6229,348,2024-12-19 11:06:52,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:09:54,168.41683,-46.60624,0.001,,,3,401632798.26,1,,133,190,01,28,01,242,226,129
266397,,6229,348,2024-12-19 11:07:42,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:09:54,168.41683,-46.60624,0.001,,,3,401632798.26,1,,132,190,02,28,02,251,226,129
266397,,6229,348,2024-12-19 11:08:31,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:09:54,168.41683,-46.60624,0.001,,,3,401632798.26,1,,133,190,03,28,254,01,217,129
266397,,6229,348,2024-12-19 11:09:21,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:09:54,168.41683,-46.60624,0.001,,,3,401632798.26,1,,132,190,00,28,253,248,226,129
266397,,6229,348,2024-12-19 11:10:11,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:09:54,168.41683,-46.60624,0.001,,,3,401632798.26,1,,133,190,01,28,05,04,222,129
266397,,6229,348,2024-12-19 11:11:00,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:09:54,168.41683,-46.60624,0.001,,,3,401632798.26,1,,133,190,02,28,04,242,225,129
266397,,6229,348,2024-12-19 11:12:40,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:09:54,168.41683,-46.60624,0.001,,,3,401632798.26,1,,133,190,00,28,250,07,245,129
266396,,6229,349,2024-12-19 10:40:36,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:05,172.43515,-43.83803,0.008,,,1,401630085.26,1,,143,177,00,39,254,242,226,01
266396,,6229,349,2024-12-19 10:45:35,NP,N,ZE,2024-12-19 10:43:05,172.43515,-43.83803,0.008,,,1,401630085.26,0,00,,,,,,,,
266393,,6229,399,2024-12-19 10:38:36,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:42:45,170.13561,-43.73825,0.691,,,3,401624236.18,1,,144,183,00,41,03,238,226,01
