Platform ID No.,Platform,Prg No.,Pass dur. (s),Msg Date,Sat.,Alarm,Format name,Loc. date,Longitude,Latitude,Altitude,Heading,Speed,Loc. quality,Frequency,Comp.,FICT ELEM,SENSOR 01,SENSOR 02,SENSOR 03,SENSOR 04,SENSOR 05,SENSOR 06,SENSOR 07,SENSOR 08
266386,,6229,497,2024-12-19 10:38:26,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:25,168.41729,-46.6051,0.004,,,2,401669088.53,1,,136,190,02,62,02,242,225,129
266386,,6229,497,2024-12-19 10:39:16,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:25,168.41729,-46.6051,0.004,,,2,401669088.53,1,,135,190,03,62,254,253,225,129
266386,,6229,497,2024-12-19 10:40:06,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:25,168.41729,-46.6051,0.004,,,2,401669088.53,1,,136,189,00,62,254,245,226,01
266386,,6229,497,2024-12-19 10:45:54,NP,N,ZE,2024-12-19 10:43:25,168.41729,-46.6051,0.004,,,2,401669088.53,0,00,,,,,,,,
266383,,6229,453,2024-12-19 10:43:57,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:06,172.64644,-43.75829,0.033,,,1,401663177.79,1,,140,162,00,46,254,249,223,01
266383,,6229,453,2024-12-19 10:45:38,NP,N,ZE,2024-12-19 10:43:06,172.64644,-43.75829,0.033,,,1,401663177.79,0,00,,,,,,,,
266384,,6229,348,2024-12-19 10:44:42,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:02,172.48578,-43.71844,0.011,,,1,401664081.83,1,,115,188,00,06,255,237,228,01
266384,,6229,348,2024-12-19 10:45:32,NP,N,ZE,2024-12-19 10:43:02,172.48578,-43.71844,0.011,,,1,401664081.83,0,00,,,,,,,,
266392,,6229,448,2024-12-19 10:40:02,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:42:56,168.44651,-46.59743,0.010,,,1,401622272.39,1,,145,189,00,10,227,218,213,01
266392,,6229,448,2024-12-19 10:45:01,NP,N,ZE,2024-12-19 10:42:56,168.44651,-46.59743,0.010,,,1,401622272.39,0,00,,,,,,,,
266382,,6229,250,2024-12-19 10:44:30,NP,N,ZE,2024-12-19 10:42:25,170.13931,-43.7385,0.684,,,3,401661860.08,0,00,,,,,,,,
266386,,6229,199,2024-12-19 10:11:04,MB,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:12:43,168.41699,-46.60424,0.008,,,B,401669091.37,1,,142,192,01,60,02,245,222,129
266386,,6229,199,2024-12-19 10:14:23,MB,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:12:43,168.41699,-46.60424,0.008,,,B,401669091.37,1,,143,192,01,60,02,248,222,129
266383,,6229,150,2024-12-19 10:10:26,MB,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:12:06,172.58498,-43.76874,0.000,,,A,401663177.61,1,,140,164,00,46,255,246,224,01
266383,,6229,150,2024-12-19 10:12:56,MB,N,ZE,2024-12-19 10:12:06,172.58498,-43.76874,0.000,,,A,401663177.61,0,00,,,,,,,,
266392,,6229,0,2024-12-19 10:11:49,MB,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:11:48,168.43672,-46.59029,0.009,,,B,401622275.14,1,,146,191,02,08,255,242,225,129
266383,,6229,301,2024-12-19 09:30:14,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:28:34,172.61289,-43.75567,0.010,,,2,401663175.78,1,,142,165,00,45,254,245,224,01
266383,,6229,301,2024-12-19 09:32:45,MC,N,ZE,2024-12-19 09:28:34,172.61289,-43.75567,0.010,,,2,401663175.78,0,00,,,,,,,,
266384,,6229,248,2024-12-19 09:27:43,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:28:32,172.4641,-43.72187,0.012,,,1,401664080.31,1,,120,192,03,02,01,242,226,129
266384,,6229,248,2024-12-19 09:29:22,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:28:32,172.4641,-43.72187,0.012,,,1,401664080.31,1,,119,192,01,02,254,241,227,129
266384,,6229,248,2024-12-19 09:30:12,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:28:32,172.4641,-43.72187,0.012,,,1,401664080.31,1,,118,192,02,02,255,240,227,129
266384,,6229,248,2024-12-19 09:31:51,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:28:32,172.4641,-43.72187,0.012,,,1,401664080.31,1,,118,192,00,02,04,243,226,129
266386,,6229,397,2024-12-19 09:26:19,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:27:09,168.461,-46.6498,0.000,,,0,401669111.98,1,,134,196,03,56,05,44,233,129
266386,,6229,397,2024-12-19 09:27:09,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:27:09,168.461,-46.6498,0.000,,,0,401669111.98,1,,129,196,00,57,191,180,143,129
266386,,6229,397,2024-12-19 09:27:59,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:27:09,168.461,-46.6498,0.000,,,0,401669111.98,1,,127,196,01,58,11,27,242,129
266386,,6229,397,2024-12-19 09:32:07,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:27:09,168.461,-46.6498,0.000,,,0,401669111.98,1,,138,196,02,58,01,245,224,129
266386,,6229,397,2024-12-19 09:32:56,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:27:09,168.461,-46.6498,0.000,,,0,401669111.98,1,,142,196,03,58,22,250,09,129
266383,,6229,200,2024-12-19 09:05:08,NP,N,ZE,2024-12-19 09:03:28,172.59537,-43.76404,0.000,,,B,401663181.12,0,00,,,,,,,,
266387,,6229,50,2024-12-19 09:01:01,NP,N,ZE,2024-12-19 09:00:36,172.50464,-43.75545,0.000,,,B,401671739.23,0,00,,,,,,,,
266392,,6229,0,2024-12-19 08:24:03,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 08:24:02,168.43229,-46.5965,0.010,,,B,401622272.87,1,,140,200,00,62,232,247,208,129
266382,,6229,148,2024-12-19 06:55:45,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:50,170.20333,-43.7501,1.990,,,A,401661837.21,1,,145,201,02,22,247,250,227,129
266382,,6229,148,2024-12-19 06:56:34,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:50,170.20333,-43.7501,1.990,,,A,401661837.21,1,,147,201,03,22,00,252,227,129
266382,,6229,148,2024-12-19 06:58:13,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:50,170.20333,-43.7501,1.990,,,A,401661837.21,1,,147,201,01,22,01,250,253,129
266386,,6229,297,2024-12-19 06:54:08,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:36,168.44932,-46.57695,0.000,,,3,401669056.07,1,,149,212,03,42,01,240,225,129
266386,,6229,297,2024-12-19 06:54:57,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:36,168.44932,-46.57695,0.000,,,3,401669056.07,1,,149,212,00,42,00,240,226,129
266386,,6229,297,2024-12-19 06:55:47,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:36,168.44932,-46.57695,0.000,,,3,401669056.07,1,,148,212,01,42,255,240,226,129
266386,,6229,297,2024-12-19 06:56:37,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:36,168.44932,-46.57695,0.000,,,3,401669056.07,1,,148,212,02,42,253,240,226,129
266386,,6229,297,2024-12-19 06:57:26,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:36,168.44932,-46.57695,0.000,,,3,401669056.07,1,,149,212,03,42,255,239,226,129
266386,,6229,297,2024-12-19 06:58:16,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:36,168.44932,-46.57695,0.000,,,3,401669056.07,1,,150,212,00,42,255,239,226,129
266386,,6229,297,2024-12-19 06:59:05,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:36,168.44932,-46.57695,0.000,,,3,401669056.07,1,,150,212,01,42,00,240,226,129
266384,,6229,295,2024-12-19 06:54:24,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,172.48909,-43.71343,0.012,,,A,401664080.18,1,,121,208,01,46,252,241,227,129
266384,,6229,295,2024-12-19 06:55:13,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,172.48909,-43.71343,0.012,,,A,401664080.18,1,,121,207,02,46,01,242,229,129
266384,,6229,295,2024-12-19 06:59:19,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,172.48909,-43.71343,0.012,,,A,401664080.18,1,,121,207,03,47,233,11,231,129
266392,,6229,199,2024-12-19 06:54:39,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,168.41317,-46.57954,0.003,,,1,401622294.87,1,,154,208,00,56,254,252,222,129
266392,,6229,199,2024-12-19 06:55:29,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,168.41317,-46.57954,0.003,,,1,401622294.87,1,,152,208,01,56,253,250,222,129
266392,,6229,199,2024-12-19 06:56:19,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,168.41317,-46.57954,0.003,,,1,401622294.87,1,,151,208,02,56,255,250,222,129
266392,,6229,199,2024-12-19 06:57:09,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,168.41317,-46.57954,0.003,,,1,401622294.87,1,,151,207,03,56,255,250,222,129
266392,,6229,199,2024-12-19 06:57:58,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:18,168.41317,-46.57954,0.003,,,1,401622294.87,1,,150,207,00,56,254,245,224,129
266387,,6229,50,2024-12-19 06:55:44,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:56:08,172.62759,-43.7634,0.002,,,B,401671744.40,1,,145,168,00,01,254,247,222,01
266387,,6229,50,2024-12-19 06:56:34,SR,N,ZE,2024-12-19 06:56:08,172.62759,-43.7634,0.002,,,B,401671744.40,0,00,,,,,,,,
266383,,6229,0,2024-12-19 06:54:51,SR,N,ZE,2024-12-19 06:54:51,172.6012,-43.76028,0.000,,,B,401663179.97,0,00,,,,,,,,
266384,,6229,296,2024-12-19 06:42:05,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:22,172.46963,-43.71959,0.010,,,2,401664074.20,1,,122,208,02,46,253,213,221,129
266384,,6229,296,2024-12-19 06:42:54,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:22,172.46963,-43.71959,0.010,,,2,401664074.20,1,,120,208,03,46,00,234,231,129
266384,,6229,296,2024-12-19 06:43:44,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:22,172.46963,-43.71959,0.010,,,2,401664074.20,1,,121,208,00,46,01,233,231,129
266384,,6229,296,2024-12-19 06:46:11,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:22,172.46963,-43.71959,0.010,,,2,401664074.20,1,,121,208,03,46,01,235,230,129
266384,,6229,296,2024-12-19 06:47:01,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:22,172.46963,-43.71959,0.010,,,2,401664074.20,1,,122,132,01,23,107,239,225,129
266386,,6229,347,2024-12-19 06:40:55,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,151,214,03,42,00,236,228,129
266386,,6229,347,2024-12-19 06:41:44,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,152,214,00,42,00,237,228,129
266386,,6229,347,2024-12-19 06:42:34,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,152,214,01,42,01,236,228,129
266386,,6229,347,2024-12-19 06:43:24,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,151,214,02,42,01,242,225,129
266386,,6229,347,2024-12-19 06:44:13,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,151,213,03,42,04,243,224,129
266386,,6229,347,2024-12-19 06:45:03,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,151,214,00,42,04,244,224,129
266386,,6229,347,2024-12-19 06:45:52,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,151,213,01,42,255,237,227,129
266386,,6229,347,2024-12-19 06:46:42,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:48,168.44179,-46.57818,0.000,,,3,401669054.37,1,,151,213,02,42,01,236,226,129
266382,,6229,198,2024-12-19 06:41:42,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:08,170.13304,-43.72848,0.898,,,1,401661836.45,1,,146,203,01,20,254,238,228,129
266382,,6229,198,2024-12-19 06:42:31,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:08,170.13304,-43.72848,0.898,,,1,401661836.45,1,,146,203,02,20,252,242,228,129
266382,,6229,198,2024-12-19 06:43:21,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:08,170.13304,-43.72848,0.898,,,1,401661836.45,1,,147,203,03,20,254,238,228,129
266382,,6229,198,2024-12-19 06:45:00,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:08,170.13304,-43.72848,0.898,,,1,401661836.45,1,,146,203,01,20,253,00,234,129
266383,,6229,351,2024-12-19 06:43:11,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:03,172.60092,-43.76088,0.000,,,1,401663183.37,1,,142,175,00,28,238,18,217,01
266383,,6229,351,2024-12-19 06:45:41,CS,N,ZE,2024-12-19 06:43:03,172.60092,-43.76088,0.000,,,1,401663183.37,0,00,,,,,,,,
266392,,6229,347,2024-12-19 06:39:46,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,139,206,02,56,03,245,227,129
266392,,6229,347,2024-12-19 06:40:36,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,142,207,03,56,255,240,226,129
266392,,6229,347,2024-12-19 06:41:25,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,147,208,00,56,255,240,226,129
266392,,6229,347,2024-12-19 06:42:15,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,144,207,01,56,03,231,231,129
266392,,6229,347,2024-12-19 06:43:04,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,148,210,02,56,253,236,229,129
266392,,6229,347,2024-12-19 06:43:54,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,149,208,03,56,00,238,227,129
266392,,6229,347,2024-12-19 06:44:43,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,152,210,00,56,255,238,228,129
266392,,6229,347,2024-12-19 06:45:33,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:39,168.47526,-46.58346,0.000,,,1,401622272.13,1,,150,208,01,56,01,240,227,129
266387,,6229,250,2024-12-19 06:42:22,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:42:32,172.6171,-43.76187,0.007,,,2,401671736.06,1,,145,168,00,01,00,05,220,01
266387,,6229,250,2024-12-19 06:44:52,CS,N,ZE,2024-12-19 06:42:32,172.6171,-43.76187,0.007,,,2,401671736.06,0,00,,,,,,,,
266388,,6229,0,2024-12-19 06:40:30,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:40:30,172.53634,-43.76811,0.000,,,B,401673169.54,1,,143,160,00,48,05,237,206,01
266386,,6229,199,2024-12-19 05:16:36,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:18:15,168.47223,-46.58102,0.000,,,1,401669064.32,1,,168,215,01,41,246,233,229,129
266386,,6229,199,2024-12-19 05:17:26,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:18:15,168.47223,-46.58102,0.000,,,1,401669064.32,1,,163,215,02,41,255,235,228,129
266386,,6229,199,2024-12-19 05:18:16,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:18:15,168.47223,-46.58102,0.000,,,1,401669064.32,1,,162,215,03,41,254,238,226,129
266386,,6229,199,2024-12-19 05:19:05,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:18:15,168.47223,-46.58102,0.000,,,1,401669064.32,1,,161,215,00,41,01,238,226,129
266386,,6229,199,2024-12-19 05:19:55,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:18:15,168.47223,-46.58102,0.000,,,1,401669064.32,1,,161,215,01,41,00,238,226,129
266384,,6229,98,2024-12-19 05:16:04,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:53,172.48137,-43.71174,0.011,,,A,401664081.34,1,,122,215,01,32,01,236,231,129
266384,,6229,98,2024-12-19 05:16:53,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:53,172.48137,-43.71174,0.011,,,A,401664081.34,1,,123,214,02,32,23,240,207,129
266384,,6229,98,2024-12-19 05:17:42,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:53,172.48137,-43.71174,0.011,,,A,401664081.34,1,,122,214,03,32,255,237,223,129
266387,,6229,451,2024-12-19 05:15:37,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:39,172.60963,-43.76792,0.000,,,3,401671736.71,1,,147,172,00,59,06,250,226,01
266387,,6229,451,2024-12-19 05:19:48,SR,N,ZE,2024-12-19 05:16:39,172.60963,-43.76792,0.000,,,3,401671736.71,0,00,,,,,,,,
266392,,6229,150,2024-12-19 05:15:18,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:33,168.46222,-46.58587,0.000,,,0,401622288.29,1,,153,199,00,53,254,234,229,129
266392,,6229,150,2024-12-19 05:16:08,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:33,168.46222,-46.58587,0.000,,,0,401622288.29,1,,150,201,01,53,02,236,228,129
266392,,6229,150,2024-12-19 05:16:58,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:33,168.46222,-46.58587,0.000,,,0,401622288.29,1,,149,200,02,53,00,239,228,129
266392,,6229,150,2024-12-19 05:17:48,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:33,168.46222,-46.58587,0.000,,,0,401622288.29,1,,146,199,03,53,251,237,228,129
266382,,6229,247,2024-12-19 05:14:17,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:05,170.14108,-43.75305,0.672,,,1,401661836.53,1,,146,211,03,18,253,230,222,129
266382,,6229,247,2024-12-19 05:15:06,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:05,170.14108,-43.75305,0.672,,,1,401661836.53,1,,148,211,00,18,06,02,225,129
266382,,6229,247,2024-12-19 05:15:55,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 05:16:05,170.14108,-43.75305,0.672,,,1,401661836.53,1,,148,211,01,18,01,225,229,129
