Platform ID No.,Platform,Prg No.,Pass dur. (s),Msg Date,Sat.,Alarm,Format name,Loc. date,Longitude,Latitude,Altitude,Heading,Speed,Loc. quality,Frequency,Comp.,FICT ELEM,SENSOR 01,SENSOR 02,SENSOR 03,SENSOR 04,SENSOR 05,SENSOR 06,SENSOR 07,SENSOR 08
266378,,6229,199,2024-12-19 12:52:30,O3,N,ZE,2024-12-19 12:50:50,168.41862,-46.57474,0.000,,,3,401631472.42,0,00,,,,,,,,
266380,,6229,249,2024-12-19 12:50:35,MC,N,ZE,2024-12-19 12:49:45,173.10381,-41.0058,0.000,,,A,401633661.72,0,00,,,,,,,,
266374,,6229,249,2024-12-19 11:12:03,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:11:37,173.04605,-41.16498,0.000,,,3,401622309.51,1,,147,188,00,42,255,247,223,01
266374,,6229,249,2024-12-19 11:13:42,MC,N,ZE,2024-12-19 11:11:37,173.04605,-41.16498,0.000,,,3,401622309.51,0,00,,,,,,,,
266373,,6229,250,2024-12-19 11:12:51,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:11:36,170.14221,-43.73878,0.678,,,3,401621647.67,1,,141,177,00,01,00,251,222,01
266373,,6229,250,2024-12-19 11:13:41,MC,N,ZE,2024-12-19 11:11:36,170.14221,-43.73878,0.678,,,3,401621647.67,0,00,,,,,,,,
266379,,6229,250,2024-12-19 11:10:27,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:11:26,170.14889,-43.72795,0.684,,,2,401631990.74,1,,147,184,00,04,02,238,229,01
266379,,6229,250,2024-12-19 11:13:47,MC,N,ZE,2024-12-19 11:11:26,170.14889,-43.72795,0.684,,,2,401631990.74,0,00,,,,,,,,
266372,,6229,349,2024-12-19 11:13:12,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:11:07,170.15252,-43.73644,0.676,,,3,401619572.23,1,,139,185,00,14,02,243,224,01
266372,,6229,349,2024-12-19 11:14:02,MC,N,ZE,2024-12-19 11:11:07,170.15252,-43.73644,0.676,,,3,401619572.23,0,00,,,,,,,,
266380,,6229,348,2024-12-19 11:11:50,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:35,173.03296,-41.12861,0.000,,,1,401633639.31,1,,146,187,00,51,04,249,224,01
266380,,6229,348,2024-12-19 11:13:29,MC,N,ZE,2024-12-19 11:10:35,173.03296,-41.12861,0.000,,,1,401633639.31,0,00,,,,,,,,
266376,,6229,350,2024-12-19 11:08:46,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:26,170.12971,-43.74981,0.684,,,1,401627739.04,1,,145,176,00,21,01,242,226,01
266376,,6229,350,2024-12-19 11:12:56,MC,N,ZE,2024-12-19 11:10:26,170.12971,-43.74981,0.684,,,1,401627739.04,0,00,,,,,,,,
266375,,6229,200,2024-12-19 11:11:07,MC,N,ZE,2024-12-19 11:10:17,170.15437,-43.72375,0.691,,,2,401624203.72,0,00,,,,,,,,
266375,,6229,200,2024-12-19 11:11:57,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:17,170.15437,-43.72375,0.691,,,2,401624203.72,1,,148,183,00,58,254,237,226,01
266378,,6229,248,2024-12-19 11:08:01,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:05,168.4262,-46.57085,0.000,,,3,401631464.64,1,,136,195,01,31,254,238,226,129
266378,,6229,248,2024-12-19 11:08:51,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:05,168.4262,-46.57085,0.000,,,3,401631464.64,1,,136,195,02,31,00,238,227,129
266378,,6229,248,2024-12-19 11:09:40,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:05,168.4262,-46.57085,0.000,,,3,401631464.64,1,,135,195,03,31,255,239,226,129
266378,,6229,248,2024-12-19 11:10:30,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:05,168.4262,-46.57085,0.000,,,3,401631464.64,1,,135,194,00,31,254,240,226,129
266378,,6229,248,2024-12-19 11:11:20,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:05,168.4262,-46.57085,0.000,,,3,401631464.64,1,,134,194,01,31,255,240,227,129
266378,,6229,248,2024-12-19 11:12:09,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 11:10:05,168.4262,-46.57085,0.000,,,3,401631464.64,1,,135,194,02,31,255,239,227,129
266380,,6229,398,2024-12-19 10:45:17,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:37,173.03116,-41.07741,0.000,,,2,401633623.31,1,,147,188,00,49,04,237,221,01
266380,,6229,398,2024-12-19 10:46:56,NP,N,ZE,2024-12-19 10:43:37,173.03116,-41.07741,0.000,,,2,401633623.31,0,00,,,,,,,,
266374,,6229,349,2024-12-19 10:44:40,NP,N,ZE,2024-12-19 10:43:00,173.04551,-41.16447,0.000,,,3,401622313.31,0,00,,,,,,,,
266374,,6229,349,2024-12-19 10:45:30,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:43:00,173.04551,-41.16447,0.000,,,3,401622313.31,1,,145,189,00,42,01,252,223,01
266376,,6229,349,2024-12-19 10:42:09,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:42:59,170.09043,-43.7571,1.682,,,1,401627739.28,1,,143,177,00,20,01,244,225,01
266376,,6229,349,2024-12-19 10:45:29,NP,N,ZE,2024-12-19 10:42:59,170.09043,-43.7571,1.682,,,1,401627739.28,0,00,,,,,,,,
266373,,6229,350,2024-12-19 10:39:33,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:42:53,170.1162,-43.73891,0.717,,,1,401621647.65,1,,142,178,00,01,00,251,222,01
266373,,6229,350,2024-12-19 10:45:23,NP,N,ZE,2024-12-19 10:42:53,170.1162,-43.73891,0.717,,,1,401621647.65,0,00,,,,,,,,
266372,,6229,350,2024-12-19 10:39:57,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:42:51,170.15003,-43.73543,0.677,,,2,401619571.33,1,,139,186,00,14,00,246,224,01
266372,,6229,350,2024-12-19 10:44:57,NP,N,ZE,2024-12-19 10:42:51,170.15003,-43.73543,0.677,,,2,401619571.33,0,00,,,,,,,,
266379,,6229,300,2024-12-19 10:43:52,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:42:36,170.12154,-43.73367,0.912,,,2,401631993.15,1,,148,185,00,04,01,236,228,01
266379,,6229,300,2024-12-19 10:44:42,NP,N,ZE,2024-12-19 10:42:36,170.12154,-43.73367,0.912,,,2,401631993.15,0,00,,,,,,,,
266378,,6229,199,2024-12-19 10:39:52,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:41:56,168.43059,-46.56886,0.000,,,3,401631465.78,1,,136,197,03,31,01,241,226,129
266378,,6229,199,2024-12-19 10:40:42,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:41:56,168.43059,-46.56886,0.000,,,3,401631465.78,1,,136,197,00,31,01,241,227,129
266378,,6229,199,2024-12-19 10:41:31,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:41:56,168.43059,-46.56886,0.000,,,3,401631465.78,1,,136,197,01,31,255,238,226,129
266378,,6229,199,2024-12-19 10:42:21,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:41:56,168.43059,-46.56886,0.000,,,3,401631465.78,1,,137,197,02,31,255,239,226,129
266378,,6229,199,2024-12-19 10:43:11,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:41:56,168.43059,-46.56886,0.000,,,3,401631465.78,1,,136,197,03,31,03,242,226,129
266375,,6229,149,2024-12-19 10:42:51,NP,N,ZE,2024-12-19 10:41:36,170.07784,-43.73951,1.254,,,1,401624204.99,0,00,,,,,,,,
266374,,6229,0,2024-12-19 10:12:19,MB,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:12:19,173.03677,-41.16908,0.000,,,B,401622302.08,1,,148,191,00,41,02,251,223,129
266378,,6229,0,2024-12-19 10:11:44,MB,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 10:11:43,168.42931,-46.56487,0.000,,,B,401631468.79,1,,139,199,01,31,00,243,224,129
266376,,6229,50,2024-12-19 10:11:23,MB,N,ZE,2024-12-19 10:10:58,170.11118,-43.74691,0.703,,,B,401627733.30,0,00,,,,,,,,
266380,,6229,99,2024-12-19 09:32:19,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:33:08,172.9936,-41.07986,0.019,,,B,401633619.81,1,,149,193,00,46,04,241,227,129
266380,,6229,99,2024-12-19 09:33:58,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:33:08,172.9936,-41.07986,0.019,,,B,401633619.81,1,,148,193,02,46,04,240,226,129
266375,,6229,0,2024-12-19 09:30:35,MC,N,ZE,2024-12-19 09:30:34,170.19182,-43.71943,1.193,,,B,401624197.71,0,00,,,,,,,,
266374,,6229,249,2024-12-19 09:30:02,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:30:01,173.03387,-41.16608,0.000,,,B,401622302.21,1,,149,195,01,41,00,253,223,129
266374,,6229,249,2024-12-19 09:34:11,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:30:01,173.03387,-41.16608,0.000,,,B,401622302.21,1,,150,194,02,41,00,181,47,194
266372,,6229,249,2024-12-19 09:29:21,MC,N,ZE,2024-12-19 09:29:20,170.13886,-43.72355,0.787,,,B,401619567.82,0,00,,,,,,,,
266372,,6229,249,2024-12-19 09:33:30,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:29:20,170.13886,-43.72355,0.787,,,B,401619567.82,1,,139,189,00,13,01,247,224,01
266376,,6229,200,2024-12-19 09:29:01,MC,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:28:36,170.12554,-43.74812,0.690,,,A,401627739.23,1,,142,181,00,19,254,242,226,01
266376,,6229,200,2024-12-19 09:31:31,MC,N,ZE,2024-12-19 09:28:36,170.12554,-43.74812,0.690,,,A,401627739.23,0,00,,,,,,,,
266374,,6229,0,2024-12-19 09:05:10,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:05:10,173.03789,-41.16281,0.000,,,B,401622301.50,1,,20,76,03,41,01,250,224,129
266380,,6229,0,2024-12-19 09:04:08,NP,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 09:04:08,173.0314,-41.00961,0.000,,,B,401633600.92,1,,149,195,02,33,11,171,158,04
266378,,6229,346,2024-12-19 06:53:52,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:59:38,168.49914,-46.57644,0.000,,,1,401631463.94,1,,141,217,01,13,02,244,225,129
266378,,6229,346,2024-12-19 06:55:31,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:59:38,168.49914,-46.57644,0.000,,,1,401631463.94,1,,141,216,03,13,255,237,228,129
266378,,6229,346,2024-12-19 06:56:20,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:59:38,168.49914,-46.57644,0.000,,,1,401631463.94,1,,145,215,00,13,254,237,228,129
266378,,6229,346,2024-12-19 06:57:10,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:59:38,168.49914,-46.57644,0.000,,,1,401631463.94,1,,148,215,01,13,00,231,230,129
266378,,6229,346,2024-12-19 06:57:59,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:59:38,168.49914,-46.57644,0.000,,,1,401631463.94,1,,149,215,02,13,05,239,226,129
266378,,6229,346,2024-12-19 06:58:49,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:59:38,168.49914,-46.57644,0.000,,,1,401631463.94,1,,151,215,03,13,06,241,226,129
266378,,6229,346,2024-12-19 06:59:38,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:59:38,168.49914,-46.57644,0.000,,,1,401631463.94,1,,152,215,00,13,01,246,227,129
266375,,6229,49,2024-12-19 06:57:14,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:57:38,170.15974,-43.71694,0.705,,,B,401624197.58,1,,144,200,01,50,00,241,226,129
266375,,6229,49,2024-12-19 06:58:03,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:57:38,170.15974,-43.71694,0.705,,,B,401624197.58,1,,145,200,02,50,01,240,225,129
266377,,6229,300,2024-12-19 06:56:50,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:57:07,168.45238,-46.60604,0.001,,,1,401629846.49,1,,156,166,00,01,02,235,229,01
266377,,6229,300,2024-12-19 06:59:20,SR,N,ZE,2024-12-19 06:57:07,168.45238,-46.60604,0.001,,,1,401629846.49,0,00,,,,,,,,
266374,,6229,197,2024-12-19 06:54:36,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:57,173.03218,-41.15892,0.000,,,A,401622307.81,1,,144,210,01,32,01,03,223,129
266374,,6229,197,2024-12-19 06:55:25,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:57,173.03218,-41.15892,0.000,,,A,401622307.81,1,,143,209,02,32,03,246,228,129
266374,,6229,197,2024-12-19 06:57:53,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:57,173.03218,-41.15892,0.000,,,A,401622307.81,1,,146,209,01,32,253,246,224,129
266373,,6229,199,2024-12-19 06:57:33,SR,N,ZE,2024-12-19 06:55:53,170.14701,-43.71599,0.728,,,0,401621643.98,0,00,,,,,,,,
266376,,6229,150,2024-12-19 06:56:16,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:51,170.15703,-43.72696,0.689,,,1,401627734.56,1,,148,188,00,12,255,238,228,01
266376,,6229,150,2024-12-19 06:57:06,SR,N,ZE,2024-12-19 06:55:51,170.15703,-43.72696,0.689,,,1,401627734.56,0,00,,,,,,,,
266380,,6229,148,2024-12-19 06:54:19,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:32,173.01049,-40.99317,0.000,,,1,401633608.99,1,,152,209,01,42,01,248,224,129
266380,,6229,148,2024-12-19 06:55:08,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:32,173.01049,-40.99317,0.000,,,1,401633608.99,1,,152,209,02,42,01,249,223,129
266380,,6229,148,2024-12-19 06:55:58,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:32,173.01049,-40.99317,0.000,,,1,401633608.99,1,,151,209,03,42,01,247,224,129
266380,,6229,148,2024-12-19 06:56:47,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:55:32,173.01049,-40.99317,0.000,,,1,401633608.99,1,,152,209,00,42,01,248,224,129
266379,,6229,0,2024-12-19 06:54:53,SR,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:54:52,170.13061,-43.73232,0.822,,,B,401631980.17,1,,144,202,00,60,00,239,227,129
266374,,6229,247,2024-12-19 06:43:03,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:45:06,173.03561,-41.1598,0.000,,,2,401622301.88,1,,146,211,03,32,255,247,224,129
266374,,6229,247,2024-12-19 06:43:52,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:45:06,173.03561,-41.1598,0.000,,,2,401622301.88,1,,146,211,00,32,00,246,224,129
266374,,6229,247,2024-12-19 06:44:41,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:45:06,173.03561,-41.1598,0.000,,,2,401622301.88,1,,148,211,01,32,00,243,225,129
266374,,6229,247,2024-12-19 06:45:31,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:45:06,173.03561,-41.1598,0.000,,,2,401622301.88,1,,147,211,02,32,250,253,204,129
266374,,6229,247,2024-12-19 06:46:21,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:45:06,173.03561,-41.1598,0.000,,,2,401622301.88,1,,147,210,03,32,01,247,224,129
266374,,6229,247,2024-12-19 06:47:10,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:45:06,173.03561,-41.1598,0.000,,,2,401622301.88,1,,147,210,00,32,249,28,235,129
266380,,6229,347,2024-12-19 06:41:06,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:24,173.02719,-40.99288,0.000,,,2,401633604.99,1,,152,211,01,41,244,174,137,129
266380,,6229,347,2024-12-19 06:42:45,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:24,173.02719,-40.99288,0.000,,,2,401633604.99,1,,149,211,03,41,03,242,226,129
266380,,6229,347,2024-12-19 06:44:24,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:24,173.02719,-40.99288,0.000,,,2,401633604.99,1,,147,210,01,42,255,244,226,129
266380,,6229,347,2024-12-19 06:45:14,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:24,173.02719,-40.99288,0.000,,,2,401633604.99,1,,147,210,02,42,03,237,231,129
266380,,6229,347,2024-12-19 06:46:03,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:24,173.02719,-40.99288,0.000,,,2,401633604.99,1,,148,210,03,42,01,239,227,129
266380,,6229,347,2024-12-19 06:46:53,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:24,173.02719,-40.99288,0.000,,,2,401633604.99,1,,149,210,00,42,00,247,224,129
266376,,6229,249,2024-12-19 06:43:00,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:44:14,170.14758,-43.72653,0.685,,,3,401627729.36,1,,147,189,00,12,251,241,227,01
266376,,6229,249,2024-12-19 06:46:19,CS,N,ZE,2024-12-19 06:44:14,170.14758,-43.72653,0.685,,,3,401627729.36,0,00,,,,,,,,
266373,,6229,249,2024-12-19 06:45:56,CS,N,ZE,2024-12-19 06:43:36,170.12932,-43.71539,1.482,,,1,401621624.72,0,00,,,,,,,,
266372,,6229,298,2024-12-19 06:41:01,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:29,170.14509,-43.73124,0.679,,,3,401619565.43,1,,137,202,00,04,02,242,225,129
266372,,6229,298,2024-12-19 06:41:51,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:29,170.14509,-43.73124,0.679,,,3,401619565.43,1,,137,202,01,04,04,243,225,129
266372,,6229,298,2024-12-19 06:42:40,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:29,170.14509,-43.73124,0.679,,,3,401619565.43,1,,137,202,02,04,04,244,224,129
266372,,6229,298,2024-12-19 06:43:30,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:29,170.14509,-43.73124,0.679,,,3,401619565.43,1,,138,202,03,04,03,245,224,129
266372,,6229,298,2024-12-19 06:44:20,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:29,170.14509,-43.73124,0.679,,,3,401619565.43,1,,137,201,00,04,17,08,230,129
266372,,6229,298,2024-12-19 06:45:09,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:29,170.14509,-43.73124,0.679,,,3,401619565.43,1,,136,202,01,04,08,251,238,129
266372,,6229,298,2024-12-19 06:45:59,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:29,170.14509,-43.73124,0.679,,,3,401619565.43,1,,137,201,02,04,00,245,227,129
266379,,6229,298,2024-12-19 06:40:49,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:17,170.13002,-43.73342,0.801,,,2,401631985.97,1,,147,203,03,56,253,02,224,129
266379,,6229,298,2024-12-19 06:41:38,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:17,170.13002,-43.73342,0.801,,,2,401631985.97,1,,147,203,00,57,242,249,230,129
266379,,6229,298,2024-12-19 06:42:28,CS,N,FORMAT TEMPL. MAN-MIC-ZE-56BITS #1,2024-12-19 06:43:17,170.13002,-43.73342,0.801,,,2,401631985.97,1,,147,203,01,58,08,232,190,129
